0,electric installation,JJ,NNS
3,chapter apply,NN,VBZ
3,vessel construct,NNS,VBN
4,vessel construct,NNS,VBN
4,rule applicable,NNS,VBP
4,unless otherwise,IN,RB
4,otherwise provide,RB,VBN
4,individual provision,JJ,NNS
5,substantially alter,RB,VBN
5,vessel shall,NN,MD
5,shall comply,MD,VB
5,new vessel,JJ,NN
11,fire safety,NNP,NN
12,vessel construct,NNS,VBN
12,structural fire,JJ,NN
12,fire protection,NN,NN
12,nordic boat,NNP,NNP
12,boat standard,NNP,NNP
12,unless otherwise,IN,RB
12,otherwise provide,RB,VBN
12,individual provision,JJ,NNS
13,vessel construct,NNS,VBN
13,structural fire,JJ,NN
13,fire protection,NN,NN
13,rule applicable,NNS,VBP
14,gasfired installation,VBD,NNS
14,installation shall,NNS,MD
14,shall satisfy,MD,VB
14,safety precaution,NN,NNS
14,gasfired installation,JJ,NNS
14,liquefied hydrocarbon,JJ,NN
14,hydrocarbon gas,NN,NNS
14,gas use,NNS,VBN
14,board vessel,NN,NNS
16,oil-fired stove,JJ,NNS
17,electric power,JJ,NN
17,power supply,NN,NN
17,supply shall,NN,MD
17,oil supply,NN,NN
18,smoke gas,NN,NN
20,flame go,NN,VBZ
22,failure occur,NN,VBZ
24,stove without,NNS,IN
24,without electric,IN,JJ
24,electric power,JJ,NN
24,power supply,NN,NN
24,supply shall,NN,MD
24,oil supply,NN,NN
25,smoke gas,NN,NN
27,flame go,NN,VBZ
29,drip regulation,NNP,NN
29,regulation stove,NN,NNS
29,regulation valve,NN,NN
29,observation hole,NN,NN
29,automatic shutoff,JJ,NN
29,oil supply,NN,NN
29,oil consumption,NN,NN
29,oil regulation,NN,NN
29,regulation valve,NN,NN
29,installation instruction,NN,NNS
29,instruction shall,NNS,MD
29,shall indicate,MD,VB
29,maximum permit,NN,VBD
29,permit difference,VBD,NN
29,oil tank,NN,NN
29,regulation valve,NN,NN
29,oil pressure,NN,NN
29,pressure reduction,NN,NN
29,reduction valve,NN,FW
29,valve shall,FW,MD
29,satisfactory regulation,JJ,NN
29,oil supply,NN,NN
29,pressure variation,NN,NNS
29,overflow system,JJ,NN
29,system shall,NN,MD
29,full volume,JJ,NN
30,safety function,NN,NN
30,function shall,NN,MD
31,installation instruction,NN,NNS
31,instruction shall,NNS,MD
31,use shall,NN,MD
31,post near,VBN,IN
32,accessory shall,NNS,MD
32,installation instruction,NN,NNS
33,stove shall,NNPS,MD
33,smoke outlet,VBN,NN
35,oilfired stove,JJ,NN
36,stoves shall,VBZ,MD
36,securely fix,RB,VBN
36,fix bench,VBN,NN
36,possible near,JJ,IN
36,centre line,JJ,NN
37,stove without,NNS,IN
37,without automatic,IN,JJ
37,automatic shutoff,JJ,NN
37,oil supply,NN,NN
37,flame go,NN,VBG
37,separate oil,JJ,NN
37,oil tank,NN,NN
37,oil tank,NN,NN
37,tank shall,NN,MD
37,fill automatically,VBN,RB
37,height indicate,NN,VBN
37,installation instruction,NN,NNS
38,oil tank,NN,NN
38,tank shall,NN,MD
38,water separator,NN,NN
38,possible collection,JJ,NN
38,place outside,VBN,IN
39,oil pipe,NN,NN
39,regulator shall,NN,MD
39,filter shall,NN,MD
40,pipe make,NNP,VBN
40,equivalent material,JJ,NN
40,material shall,NN,MD
40,pipe shall,NNS,MD
40,air pocket,NN,NNS
41,stove shall,NNPS,MD
41,overflow opening,JJ,NNS
41,drain pipe,NN,NNS
41,collection tank,NN,NN
41,float valve,NN,NN
41,collection tank,NN,NN
42,smoke uptake,NNP,JJ
42,uptake pipe,JJ,NNS
42,pipe shall,NNS,MD
42,smoke outlet,JJ,NN
42,pip shall,VBG,MD
43,component shall,NNS,MD
43,time interval,NN,NNS
43,interval stipulate,NNS,VBN
43,operating instruction,NN,NNS
44,stove shall,NN,MD
44,well ventilate,RB,VBN
45,overall length,JJ,NN
45,stove shall,NN,MD
45,approved company,JJ,NN
45,company within,NN,IN
45,within six,IN,CD
45,six month,CD,NNS
48,bulkhead shall,NNP,MD
48,non-combustible material,JJ,NN
49,wooden floor,JJ,NN
49,combustible floor,JJ,NN
49,floor cover,NN,VBG
49,cover shall,VBG,MD
49,aluminium sheet,JJ,NNS
49,sheet cover,NNS,VBG
49,whole floor,JJ,NN
49,floor area,NN,NN
49,fire door,NN,NN
49,bench shall,NN,MD
49,non-combustible material,JJ,NN
51,smoke uptake,NNP,JJ
51,exhaust pipe,JJ,NNS
52,smoke uptake,NNP,NNS
52,exhaust pipe,JJ,NNS
52,pipe shall,NNS,MD
52,shall consist,MD,VB
52,mm thick,JJ,NN
52,thick steel,NN,NN
52,steel plate,NN,NNS
52,securely fix,RB,VBN
52,smoke uptakes,NNP,JJ
52,uptakes shall,JJ,MD
53,saucer form,NNP,VBD
53,form rockwool,VBD,JJ
53,rockwool sheet,JJ,NNS
53,cm thickness,NN,NN
53,thickness shall,NN,MD
53,smoke uptake,JJ,NN
53,combustible material,JJ,NN
53,non-combustible material,JJ,NN
53,material shall,NN,MD
53,metal cover,NN,NN
53,cover plate,NN,NNS
53,combustible material,JJ,NN
53,cm large,NN,JJR
53,smoke uptake,NN,VBP
53,uptake pipe,VBP,NN
53,fit outside,VBN,IN
53,provide vertical,VB,JJ
53,vertical air,JJ,NN
53,air circulation,NN,NN
53,saucer form,NN,VBN
53,form rockwool,VBN,NN
53,mineral wool,JJ,JJ
53,wool twine,JJ,NN
53,cm thickness,NN,NN
53,thickness shall,NN,MD
53,outer pipe,NN,NN
53,combustible material,JJ,NN
53,pipe shall,JJ,MD
53,outlet shall,NN,MD
54,smoke uptake,NN,NN
54,carry along,VBN,IN
54,bulkhead shall,NN,MD
54,non-combustible material,JJ,NN
54,smoke uptakes,NNP,JJ
54,uptakes shall,JJ,MD
54,place close,VBN,JJR
54,insulate bulkhead,VBN,NNS
54,smoke uptake,NN,NN
54,saucer form,NN,VBN
54,form rockwool,VBN,NN
54,mineral wool,JJ,JJ
54,wool twine,JJ,NN
54,cm thickness,NN,NN
54,insulate bulkhead,VBN,NN
55,exhaust manifold,VBP,NN
55,exhaust pipe,NN,NNS
55,cause ignition,VB,NN
55,exhaust pipe,JJ,NNS
55,pipe shall,NNS,MD
55,combustible material,JJ,NN
56,oil pipe,NN,NNS
56,pipe shall,NNS,MD
56,possible away,JJ,RB
56,exhaust pipe,JJ,NNS
56,hot engine,JJ,NN
56,engine part,NN,NNS
58,non-combustible material,JJ,NN
59,non-combustible material,JJ,NN
59,material mean,NN,VBZ
59,ftp code,NNP,NNP
59,qualify material,VBG,NNS
59,insulation shall,NN,MD
59,fire-insulating effect,JJ,NN
59,galvanized steel,JJ,NN
61,machinery space,NN,NNS
61,wooden vessel,NN,NNS
62,machinery space,NN,NNS
62,wooden vessel,JJ,NNS
62,vessel shall,NNS,MD
62,aluminium plate,NN,NNS
62,machinery space,NN,VBZ
62,space shall,VBZ,MD
62,non-combustible material,JJ,NN
62,approve fire-extinguishing,VBN,NN
62,fire-extinguishing system,NN,NN
63,machinery space,NN,NNS
63,space without,NNS,IN
63,without inside,IN,IN
63,inside planking,IN,NN
63,wooden casing,JJ,NNS
63,bulkhead forward,NNS,NNS
63,machinery space,NN,NN
63,space shall,NN,MD
63,non-combustible material,JJ,NN
64,machinery space,NN,NNS
64,inside planking,JJ,NN
64,woodwork shall,VBP,MD
64,non-combustible material,JJ,NN
64,low edge,JJR,NN
64,require behind,VBN,IN
64,behind fuel,IN,JJ
64,fuel oil,JJ,NN
64,oil tank,NN,NNS
64,fit tightly,VBN,RB
64,tightly around,RB,IN
65,separate compartment,JJ,NN
65,combustible material,JJ,NN
65,exhaust manifold,JJ,NNS
65,exhaust pipe,JJ,NNS
65,non-combustible material,JJ,NN
65,engine cover,NN,NN
65,galvanized steel,JJ,NN
65,aluminium sheet,JJ,NN
67,fire-extinguishing system,JJ,NNS
67,machinery space,NN,NNS
68,overall length,JJ,NN
68,length shall,NN,MD
68,fire-extinguishing system,JJ,NN
68,fire-extinguishing system,JJ,NN
68,system shall,NN,MD
68,manual release,JJ,NN
69,extinguish medium,VBG,NN
69,medium shall,NN,MD
69,approved type,JJ,NN
69,extinguish medium,VBG,NN
69,individual case,JJ,NN
69,case depend,NN,VBG
69,machinery space,NN,NN
70,fire-extinguishing system,JJ,NN
70,system shall,NN,MD
70,position outside,NN,IN
70,machinery space,NN,NN
70,release equipment,NN,NN
70,equipment shall,NN,MD
70,clearly mark,RB,VBN
70,unintentional release,JJ,NN
71,overall length,JJ,NN
71,length construct,NN,VBD
71,fire-extinguishing system,JJ,NN
71,guideline lay,NNS,VBN
71,nordic boat,NNP,NNP
71,boat standard,NNP,NNP
72,extinguish gas,VBG,NN
72,appurtenant release,JJ,NN
72,release device,NN,NN
72,machinery space,NN,NN
72,gastight bulkheads,NNP,VBZ
72,bulkheads shall,VBZ,MD
72,adjacent space,JJ,NNS
72,open deck,JJ,NN
72,alarm signal,JJ,NN
72,signal shall,NN,MD
72,activate automatically,VBN,RB
72,machinery space,NN,NN
72,open air,JJ,NN
74,fire detection,NNP,NN
74,alarm system,NN,NN
75,overall length,JJ,NN
75,fire detection,VBN,NN
75,detection system,NN,NN
75,fire alarm,NN,NN
75,alarm system,NN,NN
75,machinery space,NN,NNS
75,smoke alarm,VB,NN
75,alarm system,NN,NN
76,overall length,JJ,NN
76,length shall,NN,MD
76,least one,JJS,CD
76,one smoke,CD,NN
76,smoke detector,NN,NN
76,one heat,CD,NN
76,heat detector,NN,NN
76,machinery space,NN,NNS
76,least one,JJS,CD
76,one smoke,CD,NN
76,smoke detector,NN,NN
76,recreational space,JJ,NNS
76,least one,JJS,CD
76,one smoke,CD,NN
76,smoke detector,NN,NN
78,fire extinguisher,NN,NNS
79,least two,JJS,CD
79,two approve,CD,VBD
79,approve fire,VBD,NN
79,fire extinguisher,NN,NNS
79,least one,JJS,CD
79,one approve,CD,VBD
79,approve fire,VBD,NN
79,fire extinguisher,NN,NN
79,extinguisher shall,NN,MD
79,suitable place,JJ,NN
79,place outside,NN,IN
79,machinery space,NN,NN
79,least one,JJS,CD
79,one approve,CD,VBD
79,approve fire,VBD,NN
79,fire extinguisher,NN,NN
79,extinguisher shall,NN,MD
79,accommodation space,NN,NNS
79,vessel without,NNS,IN
79,without wheelhouse,IN,NN
79,accommodation space,NN,NNS
79,space one,NNS,CD
79,one fire,CD,NN
79,fire extinguisher,NN,NN
80,fire extinguisher,NN,NNS
80,pressurised extinguish,JJ,VBG
80,extinguish medium,VBG,NN
80,medium shall,NN,MD
80,accommodation space,NN,NNS
80,fire extinguisher,NNP,NNS
80,frost shall,VB,MD
80,frost-proof type,JJ,NN
81,least one,JJS,CD
81,one spare,CD,JJ
81,spare charge,JJ,NN
81,charge shall,NN,MD
81,extinguisher shall,NNS,MD
81,per cent,IN,NN
82,fire extinguisher,NN,NNS
82,extinguisher shall,NNS,MD
82,inspect annually,VBN,RB
82,inspection shall,NN,MD
88,ventilation system,NN,NNS
89,machinery space,NN,NN
89,space shall,NN,MD
89,least two,JJS,CD
89,two ventilator,CD,NNS
89,ventilator capable,NNS,JJ
89,cabin shall,NNP,MD
89,least two,JJS,CD
89,two ventilator,CD,NNS
92,nitrocellulose basis,JJ,NN
92,readily ignite,VB,NNS
92,use anywhere,VBN,RB
94,oil fuel,NN,NN
94,flammable liquid,JJ,NNS
95,oil fuel,NN,NN
95,fuel shall,NN,MD
95,equivalent material,JJ,NN
96,oil fuel,NN,NN
96,fuel tank,NN,NNS
96,tank shall,NNS,MD
96,closing valve,NN,NN
96,test cock,NN,NNS
96,oil gauge,NN,NN
96,gauge glass,NN,NN
96,glass shall,NN,MD
96,self-closing type,JJ,NN
96,tank shall,NN,MD
96,drip tray,NN,NNS
96,decked vessel,JJ,NNS
96,machinery space,NN,NN
96,fill pipe,VBG,NNS
96,air pipe,VBG,NNS
96,pipe shall,NNS,MD
96,open air,JJ,NN
97,extra fuel,JJ,NN
97,flammable liquid,JJ,NNS
97,open deck,JJ,NN
97,suitable container,JJ,NNS
97,door communicate,NN,VBG
97,open deck,JJ,NN
97,without electrical,IN,JJ
100,seawater pipe,NNP,NNS
100,bilge pipe,NN,NNS
100,pipe convey,NNS,VBG
100,convey oil,VBG,NN
100,pipeline require,NNS,VBN
100,ship shall,NN,MD
100,non-combustible material,JJ,NN
100,flexible pipe,JJ,NN
100,pipe connection,NN,NNS
100,connection make,NNS,VBN
100,easily render,RB,VBN
100,render ineffective,VBN,JJ
101,seawater pipe,NN,NNS
103,flexible pipe,JJ,NN
103,pipe connection,NN,NNS
103,pipe convey,NNS,VBG
103,convey oil,VBG,NN
105,material due,NN,JJ
105,sanitary discharge,JJ,NNS
105,waterline shall,NN,MD
105,reinforced material,JJ,NNS
105,easily damage,RB,VBN
107,pip system,VBG,NNS
108,vessel construct,NNS,VBN
108,shall satisfy,MD,VB
108,nordic boat,NNP,NNP
108,boat standard,NNP,NNP
109,bilge system,JJ,NNS
111,oil fuel,NN,NN
111,fuel system,NN,NNS
113,engine installation,NN,NNS
115,propeller arrangement,NN,NNS
117,vessel construct,NNS,VBN
117,possible satisfy,JJ,NN
117,nordic boat,NNP,NNP
117,boat standard,NNP,NNP
117,bilge system,NN,NNS
119,electrical installation,JJ,NNS
120,overall length,JJ,NN
120,length construct,NN,VBD
120,electrical installation,JJ,NNS
120,v shall,NNP,MD
120,shall satisfy,MD,VB
120,nordic boat,NNP,NNP
120,boat standard,NNP,NNP
120,electrical installation,JJ,NNS
121,overall length,JJ,NN
121,length construct,NN,VBD
121,electrical installation,JJ,NNS
121,v shall,NNP,MD
122,overall length,JJ,NN
122,length construct,NN,VBD
122,electrical installation,JJ,NNS
122,v shall,NNP,MD
122,shall satisfy,MD,VB
122,requirement lay,NNS,VBD
122,repealed regulation,JJ,NNS
122,electrical installation,JJ,NNS
122,maritime installation,NNP,NNS
123,overall length,JJ,NN
123,length construct,NN,VBD
123,electrical installation,JJ,NNS
123,v shall,NNP,MD
123,shall satisfy,MD,VB
123,requirement lay,NNS,VBD
123,concern maritime,VBG,JJ
123,maritime electrical,JJ,JJ
123,electrical installation,JJ,NNS
123,norwegian directorate,JJ,NNP
123,civil protection,NNP,NNP
125,emergency source,NNP,NN
125,emergency lighting,NN,NN
126,overall length,JJ,NN
126,length construct,NN,VBD
126,emergency source,NN,NN
126,power provide,NN,VBG
126,provide satisfactory,VBG,JJ
126,satisfactory light,JJ,VBG
127,life-saving appliance,JJ,NNS
127,launch arrangement,VBG,NNS
129,life-saving appliance,JJ,NNS
129,life-saving appliance,JJ,NNS
131,necessary navigation,JJ,NN
131,navigation light,NN,NNS
133,require alarm,VBD,NN
133,alarm system,NN,NN
135,emergency power,NN,NN
135,power shall,NN,MD
135,following two,JJ,CD
135,two source,CD,NNS
136,accumulator battery,NN,NN
136,battery capable,NN,JJ
136,load pursuant,NN,NN
136,first paragraph,JJ,NN
136,paragraph without,NN,IN
136,without recharge,IN,VBG
136,excessive voltage,JJ,NN
136,voltage drop,NN,NN
136,automatically connect,RB,VBN
136,emergency switchboard,NN,NN
136,main power,JJ,NN
136,power fails,NN,NNS
138,generator drive,NN,VBN
138,suitable type,JJ,NN
138,power machinery,NN,NN
138,independent supply,JJ,NN
138,appropriate start,JJ,VBG
138,start arrangement,VBG,NNS
140,entire installation,JJ,NN
140,installation shall,NN,MD
140,operate even,VBG,RB
141,main power,JJ,NN
141,emergency power,NN,NN
141,power shall,NN,MD
141,clearly mark,RB,VBN
141,emergency source,NN,NN
141,power shall,NN,MD
141,emergency source,NN,NN
141,machinery space,NN,NN
141,well-ventilated place,JJ,NN
142,emergency source,NN,NN
142,emergency light,NN,VBG
142,vessel construct,NNS,VBN
145,vessel construct,NNS,VBN
145,construct pursuant,VBN,NN
145,nordic boat,NNP,NNP
145,boat standard,NNP,NNP
