 "class" , "classLabel" , "subClassOf" , "subClassOfLabel" ,
 "https://www.sdir.no/SDIR_Simulator#Switchboard" , "Switchboard" , "https://www.sdir.no/SDIR_Simulator#Equipment" , "Equipment" ,
 "https://www.sdir.no/SDIR_Simulator#Lights" , "Lights" , "https://www.sdir.no/SDIR_Simulator#Equipment" , "Equipment" ,
 "https://www.sdir.no/SDIR_Simulator#IlluminationArrangement" , "Illumination arrangement" , "https://www.sdir.no/SDIR_Simulator#Equipment" , "Equipment" ,
 "https://www.sdir.no/SDIR_Simulator#ExhaustManifold" , "Exhaust manifold" , "https://www.sdir.no/SDIR_Simulator#Pipe" , "Pipe" ,
 "https://www.sdir.no/SDIR_Simulator#CertificateOfInstallationForGasfiredInstallations" , "Certificate of installation for gasfired installations" , "https://www.sdir.no/SDIR_Simulator#Information" , "Information" ,
 "https://www.sdir.no/SDIR_Simulator#SafetyEquipment" , "Safety equipment" ,  ,  ,
 "https://www.sdir.no/SDIR_Simulator#AudibleAndVisualAlarm" , "Audible and visual alarm" , "https://www.sdir.no/SDIR_Simulator#DistressSignalEquipment" , "Distress signal equipment" ,
 "https://www.sdir.no/SDIR_Simulator#HeatDetector" , "Heat detector" , "https://www.sdir.no/SDIR_Simulator#Fireproofing" , "Firesafety" ,
 "https://www.sdir.no/SDIR_Simulator#HeatDetector" , "Heat detector" , "https://www.sdir.no/SDIR_Simulator#Equipment" , "Equipment" ,
 "https://www.sdir.no/SDIR_Simulator#Master" , "Master" , "https://www.sdir.no/SDIR_Simulator#Role" , "Role" ,
 "https://www.sdir.no/SDIR_Simulator#Ventilation" , "Ventilation" ,  ,  ,
 "https://www.sdir.no/SDIR_Simulator#TideTabel" , "Tide tabel" , "https://www.sdir.no/SDIR_Simulator#Information" , "Information" ,
 "https://www.sdir.no/SDIR_Simulator#Sheet" , "Plate" , "https://www.sdir.no/SDIR_Simulator#Construction" , "Construction" ,
 "https://www.sdir.no/SDIR_Simulator#Beam" , "Beam" , "https://www.sdir.no/SDIR_Simulator#Construction" , "Construction" ,
 "https://www.sdir.no/SDIR_Simulator#InstallationAttestationForElectricalInstallations" , "Installation attestation for electrical installations" , "https://www.sdir.no/SDIR_Simulator#Information" , "Information" ,
 "https://www.sdir.no/SDIR_Simulator#BankFishingI" , "Bank fishing I" , "https://www.sdir.no/SDIR_Simulator#BankFishing" , "Bank fishing" ,
 "https://www.sdir.no/SDIR_Simulator#Manhole" , "Manhole" , "https://www.sdir.no/SDIR_Simulator#Construction" , "Construction" ,
 "https://www.sdir.no/SDIR_Simulator#Scandinavia" , "Scandinavia" , "https://www.sdir.no/SDIR_Simulator#Subregion" , "Subregion" ,
 "https://www.sdir.no/SDIR_Simulator#LoadedWaterline" , "Loaded waterline" , "https://www.sdir.no/SDIR_Simulator#Placement" , "Placement" ,
 "https://www.sdir.no/SDIR_Simulator#Waterline" , "Waterline" , "https://www.sdir.no/SDIR_Simulator#Placement" , "Placement" ,
 "https://www.sdir.no/SDIR_Simulator#FillingPipe" , "Filling pipe" , "https://www.sdir.no/SDIR_Simulator#Pipe" , "Pipe" ,
 "https://www.sdir.no/SDIR_Simulator#SoundSignalApparatuses" , "Sound signal apparatuses" , "https://www.sdir.no/SDIR_Simulator#SignalingEquipment" , "Signaling equipment" ,
 "https://www.sdir.no/SDIR_Simulator#ReleaseEquipment" , "Release equipment" , "https://www.sdir.no/SDIR_Simulator#Fireproofing" , "Firesafety" ,
 "https://www.sdir.no/SDIR_Simulator#ReleaseEquipment" , "Release equipment" , "https://www.sdir.no/SDIR_Simulator#Equipment" , "Equipment" ,
 "https://www.sdir.no/SDIR_Simulator#Aluminium" , "Aluminium" , "https://www.sdir.no/SDIR_Simulator#NonCombustibleMaterial" , "Non-combustible material" ,
 "https://www.sdir.no/SDIR_Simulator#ManholeCover" , "Manhole cover" , "https://www.sdir.no/SDIR_Simulator#MeansOfClosure" , "Means of closure" ,
 "https://www.sdir.no/SDIR_Simulator#Manual" , "Manual" , "https://www.sdir.no/SDIR_Simulator#Information" , "Information" ,
 "https://www.sdir.no/SDIR_Simulator#Generator" , "Generator" , "https://www.sdir.no/SDIR_Simulator#PowerSource" , "Power source" ,
 "https://www.sdir.no/SDIR_Simulator#Storage" , "Storage" , "https://www.sdir.no/SDIR_Simulator#Equipment" , "Equipment" ,
 "https://www.sdir.no/SDIR_Simulator#ImmersionSuits" , "Immersion suits" , "https://www.sdir.no/SDIR_Simulator#LifeSavingAppliances" , "Life saving appliances" ,
 "https://www.sdir.no/SDIR_Simulator#Scupper" , "Scupper" , "https://www.sdir.no/SDIR_Simulator#Construction" , "Construction" ,
 "https://www.sdir.no/SDIR_Simulator#Deck" , "Deck" , "https://www.sdir.no/SDIR_Simulator#Construction" , "Construction" ,
 "https://www.sdir.no/SDIR_Simulator#Deck" , "Deck" , "https://www.sdir.no/SDIR_Simulator#Placement" , "Placement" ,
 "https://www.sdir.no/SDIR_Simulator#EngineRoom" , "Engine room" , "https://www.sdir.no/SDIR_Simulator#Placement" , "Placement" ,
 "https://www.sdir.no/SDIR_Simulator#CallSign" , "Call sign" , "https://www.sdir.no/SDIR_Simulator#Identification" , "Identification" ,
 "https://www.sdir.no/SDIR_Simulator#GeographicalLocation" , "Geographical location" ,  ,  ,
 "https://www.sdir.no/SDIR_Simulator#SailingDirections" , "Sailing directions" , "https://www.sdir.no/SDIR_Simulator#Information" , "Information" ,
 "https://www.sdir.no/SDIR_Simulator#RadarTransponder" , "Radar transponder" , "https://www.sdir.no/SDIR_Simulator#Radar" , "Radar" ,
 "https://www.sdir.no/SDIR_Simulator#RadarApparatus" , "Radar apparatus" , "https://www.sdir.no/SDIR_Simulator#Radar" , "Radar" ,
 "https://www.sdir.no/SDIR_Simulator#DrainSpigot" , "Drain spigot" , "https://www.sdir.no/SDIR_Simulator#Pipe" , "Pipe" ,
 "https://www.sdir.no/SDIR_Simulator#RadioSystem" , "Radio system" , "https://www.sdir.no/SDIR_Simulator#Radio" , "Radio" ,
 "https://www.sdir.no/SDIR_Simulator#Subdivision" , "Subdivision" , "https://www.sdir.no/SDIR_Simulator#Construction" , "Construction" ,
 "https://www.sdir.no/SDIR_Simulator#Material" , "Material" ,  ,  ,
 "https://www.sdir.no/SDIR_Simulator#GasfiredInstallation" , "Gasfired installation" , "https://www.sdir.no/SDIR_Simulator#Equipment" , "Equipment" ,
 "https://www.sdir.no/SDIR_Simulator#Radiotelephony" , "Radiotelephony" , "https://www.sdir.no/SDIR_Simulator#RadioEquipment" , "Radio equipment" ,
 "https://www.sdir.no/SDIR_Simulator#Placement" , "Placement" ,  ,  ,
 "https://www.sdir.no/SDIR_Simulator#Paint" , "Paint" , "https://www.sdir.no/SDIR_Simulator#Material" , "Material" ,
 "https://www.sdir.no/SDIR_Simulator#RecordBookForCargoHandlingAppliances" , "Record book for cargo-handling appliances" , "https://www.sdir.no/SDIR_Simulator#Information" , "Information" ,
 "https://www.sdir.no/SDIR_Simulator#MagneticCompass" , "Magnetic compass" , "https://www.sdir.no/SDIR_Simulator#Compass" , "Compass" ,
 "https://www.sdir.no/SDIR_Simulator#SeawaterPipe" , "Seawater pipe" , "https://www.sdir.no/SDIR_Simulator#Pipe" , "Pipe" ,
 "https://www.sdir.no/SDIR_Simulator#DistanceMeasuringDevice" , "Distance measuring device" , "https://www.sdir.no/SDIR_Simulator#Equipment" , "Equipment" ,
 "https://www.sdir.no/SDIR_Simulator#WarningSign" , "Warning sign" , "https://www.sdir.no/SDIR_Simulator#Sign" , "Sign" ,
 "https://www.sdir.no/SDIR_Simulator#Stairway" , "Stairway" , "https://www.sdir.no/SDIR_Simulator#Placement" , "Placement" ,
 "https://www.sdir.no/SDIR_Simulator#Wood" , "Wood" , "https://www.sdir.no/SDIR_Simulator#CombustibleMaterial" , "Combustible material" ,
 "https://www.sdir.no/SDIR_Simulator#Norway" , "Norway" , "https://www.sdir.no/SDIR_Simulator#Country" , "Country" ,
 "https://www.sdir.no/SDIR_Simulator#RegulationValve" , "Regulation valve" , "https://www.sdir.no/SDIR_Simulator#Valve" , "Valve" ,
 "https://www.sdir.no/SDIR_Simulator#Valve" , "Valve" , "https://www.sdir.no/SDIR_Simulator#Machinery" , "Machinery" ,
 "https://www.sdir.no/SDIR_Simulator#SparePart" , "Spare part" , "https://www.sdir.no/SDIR_Simulator#Equipment" , "Equipment" ,
 "https://www.sdir.no/SDIR_Simulator#Scope" , "Scope" ,  ,  ,
 "https://www.sdir.no/SDIR_Simulator#Superstructure" , "Superstructure" , "https://www.sdir.no/SDIR_Simulator#Construction" , "Construction" ,
 "https://www.sdir.no/SDIR_Simulator#AutomaticPilotSystem" , "Automatic pilot system" , "https://www.sdir.no/SDIR_Simulator#Steering" , "Steering" ,
 "https://www.sdir.no/SDIR_Simulator#TestFaucet" , "Test faucet" , "https://www.sdir.no/SDIR_Simulator#Faucet" , "Faucet" ,
 "https://www.sdir.no/SDIR_Simulator#FishingVessel" , "Fishing Vessel" , "https://www.sdir.no/SDIR_Simulator#Ship" , "Ship" ,
 "https://www.sdir.no/SDIR_Simulator#Tunnel" , "Tunnel" , "https://www.sdir.no/SDIR_Simulator#Placement" , "Placement" ,
 "https://www.sdir.no/SDIR_Simulator#Notice" , "Notice" , "https://www.sdir.no/SDIR_Simulator#Information" , "Information" ,
 "https://www.sdir.no/SDIR_Simulator#WaterSeparator" , "Water separator" , "https://www.sdir.no/SDIR_Simulator#Machinery" , "Machinery" ,
 "https://www.sdir.no/SDIR_Simulator#OilFuel" , "Oil fuel" , "https://www.sdir.no/SDIR_Simulator#Fuel" , "Fuel" ,
 "https://www.sdir.no/SDIR_Simulator#Company" , "Company" ,  ,  ,
 "https://www.sdir.no/SDIR_Simulator#LooseLight" , "Loose light" , "https://www.sdir.no/SDIR_Simulator#Lights" , "Lights" ,
 "https://www.sdir.no/SDIR_Simulator#AntiSkidSurface" , "Anti-skid surface" , "https://www.sdir.no/SDIR_Simulator#SafetyMeasures" , "Safety measures" ,
 "https://www.sdir.no/SDIR_Simulator#CombustibleMaterial" , "Combustible material" , "https://www.sdir.no/SDIR_Simulator#ConstructionMaterial" , "Construction material" ,
 "https://www.sdir.no/SDIR_Simulator#Sign" , "Sign" , "https://www.sdir.no/SDIR_Simulator#Information" , "Information" ,
 "https://www.sdir.no/SDIR_Simulator#RadioEquipment" , "Radio equipment" , "https://www.sdir.no/SDIR_Simulator#Radio" , "Radio" ,
 "https://www.sdir.no/SDIR_Simulator#Oil" , "Oil" , "https://www.sdir.no/SDIR_Simulator#PowerSource" , "Power source" ,
 "https://www.sdir.no/SDIR_Simulator#PowerSource" , "Power source" ,  ,  ,
 "https://www.sdir.no/SDIR_Simulator#Certificate" , "Certificate" ,  ,  ,
 "https://www.sdir.no/SDIR_Simulator#ApprovedCompany" , "Approved company" , "https://www.sdir.no/SDIR_Simulator#Company" , "Company" ,
 "https://www.sdir.no/SDIR_Simulator#RadioCoverageArea" , "Radio coverage area" ,  ,  ,
 "https://www.sdir.no/SDIR_Simulator#Gangways" , "Gangways" , "https://www.sdir.no/SDIR_Simulator#Equipment" , "Equipment" ,
 "https://www.sdir.no/SDIR_Simulator#Gangways" , "Gangways" , "https://www.sdir.no/SDIR_Simulator#Deck" , "Deck" ,
 "https://www.sdir.no/SDIR_Simulator#SanitaryDischarge" , "Sanitary discharge" , "https://www.sdir.no/SDIR_Simulator#Pipe" , "Pipe" ,
 "https://www.sdir.no/SDIR_Simulator#Monitor" , "Monitor" , "https://www.sdir.no/SDIR_Simulator#Equipment" , "Equipment" ,
 "https://www.sdir.no/SDIR_Simulator#Steering" , "Steering" ,  ,  ,
 "https://www.sdir.no/SDIR_Simulator#Stern" , "Stern" , "https://www.sdir.no/SDIR_Simulator#Placement" , "Placement" ,
 "https://www.sdir.no/SDIR_Simulator#Chart" , "Chart" , "https://www.sdir.no/SDIR_Simulator#Information" , "Information" ,
 "https://www.sdir.no/SDIR_Simulator#Drill" , "Drill" ,  ,  ,
 "https://www.sdir.no/SDIR_Simulator#BreathingProtection" , "Breathing protection" , "https://www.sdir.no/SDIR_Simulator#Equipment" , "Equipment" ,
 "https://www.sdir.no/SDIR_Simulator#CollectionTank" , "Collection tank" , "https://www.sdir.no/SDIR_Simulator#Tank" , "Tank" ,
 "https://www.sdir.no/SDIR_Simulator#Denmark" , "Denmark" , "https://www.sdir.no/SDIR_Simulator#Country" , "Country" ,
 "https://www.sdir.no/SDIR_Simulator#DripTray" , "Drip tray" , "https://www.sdir.no/SDIR_Simulator#Equipment" , "Equipment" ,
 "https://www.sdir.no/SDIR_Simulator#Tool" , "Tool" ,  ,  ,
 "https://www.sdir.no/SDIR_Simulator#Copper" , "Copper" , "https://www.sdir.no/SDIR_Simulator#NonCombustibleMaterial" , "Non-combustible material" ,
 "https://www.sdir.no/SDIR_Simulator#AdjustmentAndSteeringDevices" , "Adjustment and steering devices" , "https://www.sdir.no/SDIR_Simulator#Steering" , "Steering" ,
 "https://www.sdir.no/SDIR_Simulator#PyrotechnicalEquipment" , "Pyrotechnical equipment" , "https://www.sdir.no/SDIR_Simulator#Equipment" , "Equipment" ,
 "https://www.sdir.no/SDIR_Simulator#WaterBallastTank" , "Water ballast tank" , "https://www.sdir.no/SDIR_Simulator#Tank" , "Tank" ,
 "https://www.sdir.no/SDIR_Simulator#Rockwool" , "Rockwool" , "https://www.sdir.no/SDIR_Simulator#NonCombustibleMaterial" , "Non-combustible material" ,
 "https://www.sdir.no/SDIR_Simulator#ForeignPort" , "Foreign port" , "https://www.sdir.no/SDIR_Simulator#GeographicalLocation" , "Geographical location" ,
 "https://www.sdir.no/SDIR_Simulator#RadarMast" , "Radar mast" , "https://www.sdir.no/SDIR_Simulator#Equipment" , "Equipment" ,
 "https://www.sdir.no/SDIR_Simulator#LiquifiedHydrocarbonGases" , "Liquified hydrocarbon gases" , "https://www.sdir.no/SDIR_Simulator#Fuel" , "Fuel" ,
 "https://www.sdir.no/SDIR_Simulator#FuelOilTank" , "Fuel oil tank" , "https://www.sdir.no/SDIR_Simulator#Tank" , "Tank" ,
 "https://www.sdir.no/SDIR_Simulator#DeclarationOfConformityFromManufacturerOfLiferaft" , "Declaration of conformity from manufacturer of liferaft" , "https://www.sdir.no/SDIR_Simulator#Information" , "Information" ,
 "https://www.sdir.no/SDIR_Simulator#RadarDisplayUnitIndicator" , "Radar display unit indicator" , "https://www.sdir.no/SDIR_Simulator#Radar" , "Radar" ,
 "https://www.sdir.no/SDIR_Simulator#NoticesToMariners" , "Notices to mariners" , "https://www.sdir.no/SDIR_Simulator#Information" , "Information" ,
 "https://www.sdir.no/SDIR_Simulator#Instrument" , "Instrument" , "https://www.sdir.no/SDIR_Simulator#Equipment" , "Equipment" ,
 "https://www.sdir.no/SDIR_Simulator#Surface" , "Surface" , "https://www.sdir.no/SDIR_Simulator#Placement" , "Placement" ,
 "https://www.sdir.no/SDIR_Simulator#FireExtinguishingSystem" , "Fire-extinguishing system" , "https://www.sdir.no/SDIR_Simulator#Fireproofing" , "Firesafety" ,
 "https://www.sdir.no/SDIR_Simulator#FireExtinguishingSystem" , "Fire-extinguishing system" , "https://www.sdir.no/SDIR_Simulator#Equipment" , "Equipment" ,
 "https://www.sdir.no/SDIR_Simulator#DripRegulation" , "Drip regulation" , "https://www.sdir.no/SDIR_Simulator#Equipment" , "Equipment" ,
 "https://www.sdir.no/SDIR_Simulator#Floor" , "Floor" , "https://www.sdir.no/SDIR_Simulator#Deck" , "Deck" ,
 "https://www.sdir.no/SDIR_Simulator#ConstructionMaterial" , "Construction material" , "https://www.sdir.no/SDIR_Simulator#Material" , "Material" ,
 "https://www.sdir.no/SDIR_Simulator#Alleyway" , "Alleyway" , "https://www.sdir.no/SDIR_Simulator#Placement" , "Placement" ,
 "https://www.sdir.no/SDIR_Simulator#SafetyRadioCertificate" , "Safety radio certificate" , "https://www.sdir.no/SDIR_Simulator#VesselCertificate" , "Vessel certificate" ,
 "https://www.sdir.no/SDIR_Simulator#RadarAntenna" , "Radar antenna" , "https://www.sdir.no/SDIR_Simulator#Radar" , "Radar" ,
 "https://www.sdir.no/SDIR_Simulator#RotatingPropulsionAndSteeringPropellerSystem" , "Rotating propulsion and steering propeller system" , "https://www.sdir.no/SDIR_Simulator#Steering" , "Steering" ,
 "https://www.sdir.no/SDIR_Simulator#VentilationOpening" , "VentilationOpening" , "https://www.sdir.no/SDIR_Simulator#ExternalOpenings" , "External openings" ,
 "https://www.sdir.no/SDIR_Simulator#Chimney" , "Chimney" , "https://www.sdir.no/SDIR_Simulator#Construction" , "Construction" ,
 "https://www.sdir.no/SDIR_Simulator#Requirement" , "Requirement" ,  ,  ,
 "https://www.sdir.no/SDIR_Simulator#TradeInIce" , "Trade in ice" , "https://www.sdir.no/SDIR_Simulator#TradeArea" , "Trade area" ,
 "https://www.sdir.no/SDIR_Simulator#SafetyPrecaution" , "Safety precaution" , "https://www.sdir.no/SDIR_Simulator#SafetyMeasures" , "Safety measures" ,
 "https://www.sdir.no/SDIR_Simulator#EmergencyPower" , "Emergency power" , "https://www.sdir.no/SDIR_Simulator#PowerSource" , "Power source" ,
 "https://www.sdir.no/SDIR_Simulator#ConfirmationOfConstruction" , "Confirmation of construction" , "https://www.sdir.no/SDIR_Simulator#Information" , "Information" ,
 "https://www.sdir.no/SDIR_Simulator#Substance" , "Substance" ,  ,  ,
 "https://www.sdir.no/SDIR_Simulator#SignalingEquipment" , "Signaling equipment" , "https://www.sdir.no/SDIR_Simulator#Equipment" , "Equipment" ,
 "https://www.sdir.no/SDIR_Simulator#InstallationInstruction" , "Installation instruction" , "https://www.sdir.no/SDIR_Simulator#Information" , "Information" ,
 "https://www.sdir.no/SDIR_Simulator#FrontWindow" , "Front window" , "https://www.sdir.no/SDIR_Simulator#Window" , "Window" ,
 "https://www.sdir.no/SDIR_Simulator#ExhaustPipe" , "Exhaust pipe" , "https://www.sdir.no/SDIR_Simulator#Pipe" , "Pipe" ,
 "https://www.sdir.no/SDIR_Simulator#Propane" , "Propane" , "https://www.sdir.no/SDIR_Simulator#Fuel" , "Fuel" ,
 "https://www.sdir.no/SDIR_Simulator#ListOfLights" , "List of lights" , "https://www.sdir.no/SDIR_Simulator#Information" , "Information" ,
 "https://www.sdir.no/SDIR_Simulator#Wheelhouse" , "Wheelhouse" , "https://www.sdir.no/SDIR_Simulator#Placement" , "Placement" ,
 "https://www.sdir.no/SDIR_Simulator#Machinery" , "Machinery" ,  ,  ,
 "https://www.sdir.no/SDIR_Simulator#ProductionDeck" , "Production deck" , "https://www.sdir.no/SDIR_Simulator#Deck" , "Deck" ,
 "https://www.sdir.no/SDIR_Simulator#Antenna" , "Antenna" , "https://www.sdir.no/SDIR_Simulator#Equipment" , "Equipment" ,
 "https://www.sdir.no/SDIR_Simulator#RadarDisplay" , "Radar display" , "https://www.sdir.no/SDIR_Simulator#Radar" , "Radar" ,
 "https://www.sdir.no/SDIR_Simulator#Clock" , "Clock" , "https://www.sdir.no/SDIR_Simulator#Equipment" , "Equipment" ,
 "https://www.sdir.no/SDIR_Simulator#Clock" , "Clock" , "https://www.sdir.no/SDIR_Simulator#NavigationEquipment" , "Navigation equipment" ,
 "https://www.sdir.no/SDIR_Simulator#Window" , "Window" , "https://www.sdir.no/SDIR_Simulator#ExternalOpenings" , "External openings" ,
 "https://www.sdir.no/SDIR_Simulator#SignallingLamp" , "Signalling lamp" , "https://www.sdir.no/SDIR_Simulator#Lights" , "Lights" ,
 "https://www.sdir.no/SDIR_Simulator#SignallingLamp" , "Signalling lamp" , "https://www.sdir.no/SDIR_Simulator#SignalingEquipment" , "Signaling equipment" ,
 "https://www.sdir.no/SDIR_Simulator#Rudder" , "Rudder" , "https://www.sdir.no/SDIR_Simulator#Steering" , "Steering" ,
 "https://www.sdir.no/SDIR_Simulator#WeatherDeck" , "Weather deck" , "https://www.sdir.no/SDIR_Simulator#Deck" , "Deck" ,
 "https://www.sdir.no/SDIR_Simulator#DescriptionOfFireExtinguishingSystem" , "Description of fire-extinguishing system" , "https://www.sdir.no/SDIR_Simulator#Information" , "Information" ,
 "https://www.sdir.no/SDIR_Simulator#Faucet" , "Faucet" , "https://www.sdir.no/SDIR_Simulator#Valve" , "Valve" ,
 "https://www.sdir.no/SDIR_Simulator#NavigationEquipment" , "Navigation equipment" , "https://www.sdir.no/SDIR_Simulator#Equipment" , "Equipment" ,
 "https://www.sdir.no/SDIR_Simulator#LiftingEquipment" , "Lifting equipment" , "https://www.sdir.no/SDIR_Simulator#CargoHandlingAppliances" , "Cargo handling appliances" ,
 "https://www.sdir.no/SDIR_Simulator#FlexiblePipeConnection" , "Flexible pipe connection" , "https://www.sdir.no/SDIR_Simulator#Pipe" , "Pipe" ,
 "https://www.sdir.no/SDIR_Simulator#LooseLadder" , "Loose ladder" , "https://www.sdir.no/SDIR_Simulator#Ladder" , "Ladder" ,
 "https://www.sdir.no/SDIR_Simulator#Lifebuoys" , "Lifebuoys" , "https://www.sdir.no/SDIR_Simulator#LifeSavingAppliances" , "Life saving appliances" ,
 "https://www.sdir.no/SDIR_Simulator#Searchlight" , "Searchlight" , "https://www.sdir.no/SDIR_Simulator#Lights" , "Lights" ,
 "https://www.sdir.no/SDIR_Simulator#FireDetectionAlarmSystem" , "Fire detection and alarm system" , "https://www.sdir.no/SDIR_Simulator#Fireproofing" , "Firesafety" ,
 "https://www.sdir.no/SDIR_Simulator#FireDetectionAlarmSystem" , "Fire detection and alarm system" , "https://www.sdir.no/SDIR_Simulator#Equipment" , "Equipment" ,
 "https://www.sdir.no/SDIR_Simulator#Poster" , "Poster" , "https://www.sdir.no/SDIR_Simulator#Information" , "Information" ,
 "https://www.sdir.no/SDIR_Simulator#SignalWhistle" , "Signal whistle" , "https://www.sdir.no/SDIR_Simulator#LifeSavingAppliances" , "Life saving appliances" ,
 "https://www.sdir.no/SDIR_Simulator#InShore" , "In-shore" , "https://www.sdir.no/SDIR_Simulator#TradeArea" , "Trade area" ,
 "https://www.sdir.no/SDIR_Simulator#UptakePipe" , "Uptake pipe" , "https://www.sdir.no/SDIR_Simulator#Pipe" , "Pipe" ,
 "https://www.sdir.no/SDIR_Simulator#Greenland" , "Greenland" , "https://www.sdir.no/SDIR_Simulator#Country" , "Country" ,
 "https://www.sdir.no/SDIR_Simulator#AccomodationArea" , "Accomodation area" , "https://www.sdir.no/SDIR_Simulator#Placement" , "Placement" ,
 "https://www.sdir.no/SDIR_Simulator#FreeingPortArea" , "Freeing port area" , "https://www.sdir.no/SDIR_Simulator#FreeingPort" , "Freeing port" ,
 "https://www.sdir.no/SDIR_Simulator#FreeingPortArea" , "Freeing port area" , "https://www.sdir.no/SDIR_Simulator#Stability" , "Stability" ,
 "https://www.sdir.no/SDIR_Simulator#VentilationSystem" , "Ventilation system" , "https://www.sdir.no/SDIR_Simulator#Ventilation" , "Ventilation" ,
 "https://www.sdir.no/SDIR_Simulator#Freeboard" , "Freeboard" , "https://www.sdir.no/SDIR_Simulator#Stability" , "Stability" ,
 "https://www.sdir.no/SDIR_Simulator#HandRail" , "Hand rail" , "https://www.sdir.no/SDIR_Simulator#Railing" , "Railing" ,
 "https://www.sdir.no/SDIR_Simulator#DocumentationOfPressureTestingTightnessTesting" , "Documentation of pressure-testing/tightness-testing" , "https://www.sdir.no/SDIR_Simulator#Information" , "Information" ,
 "https://www.sdir.no/SDIR_Simulator#BankFishingII" , "Bank fishing II" , "https://www.sdir.no/SDIR_Simulator#BankFishing" , "Bank fishing" ,
 "https://www.sdir.no/SDIR_Simulator#CentreLine" , "Centre line" , "https://www.sdir.no/SDIR_Simulator#Placement" , "Placement" ,
